rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/tarzan_and_jane,Tarzan & Jane,"As their wedding anniversary approaches, Jane (Olivia d'Abo) recalls her exciting first year with Tarzan (Michael T. Weiss).",,G,"Animation, Kids & Family","Victor Cook, Don Mackinnon, Steve Loter",,"April Winchell, Jim Cummings, Jeff Bennett, Michael T. Weiss, Alexis Denisof, Olivia d'Abo, Kevin Michael Richardson, Grey Griffin, John O'Hurley, Nicollette Sheridan, Tara Strong",7/23/2002,12/5/2016,75,Walt Disney Pictures,Rotten,17,6,Spilled,30,20156,0,1,5
m/tarzan_ii,Tarzan II,"Predating his adventures as an adult vine-swinger, this animated feature has awkward teenager Tarzan (Harrison Chad) searching for an identity when he realizes that he's out of place among the apes that have raised him. He ventures out into the jungle and imitates a series of other animals to see if they might be better role models. This approach does not succeed. It's only when he meets a reclusive ape (George Carlin) that his journey toward self-discovery nears its destination.",,G,"Animation, Kids & Family",Brian Smith,"Jim Kammerud, Brian Smith, Bob Tzudiker, Noni White","Harrison Chad, George Carlin, Brad Garrett, Ron Perlman, Estelle Harris, Glenn Close, Lance Henriksen, Brenda Grate, Harrison Fahn, Connor Hutcherson",6/14/2005,8/10/2016,72,Disney Toon Studios,Rotten,33,6,Spilled,36,9558,0,2,4
m/tex,Tex,"Growing up on a farm with his elder brother, Mason (Jim Metzler), Tex McCormick (Matt Dillon) becomes troubled after his mother's death and his father's departure. While Tex and Mason try to live on their own, their individual teen woes threaten their relatively independent existence out in the country. In the meantime, Tex falls for local girl Jamie Collins (Meg Tilly), the sister of his friend, Johnny (Emilio Estevez), and faces disapproval from their strict father, Cole (Ben Johnson).",,PG,"Drama, Kids & Family",Tim Hunter,"Charles Haas, Tim Hunter","Matt Dillon, Jim Metzler, Meg Tilly, Bill McKinney, Frances Lee McCain, Ben Johnson, Emilio Estevez, Phil Brock, Jack Thibeau, Zeljko Ivanek, Tom Virtue, Pamela Ludwig, Jeff Fleury, Suzanne Costallos, Charles Haas, Marilyn Redfield, Ric Krause, Mark Arnott, Jill Clark, Sheryl Briedel, Lisa Mirkin, Rod Jones, Richard Krause, Don Harral, Janine Burns, Mark Huebner, Ron Thulin, Mary Simons, Francine Ringold, Darren Cates, Wayne Dorris, Adam Hubbard, Robin Winters, Lance Parkhill, Mike Coats, Charlie Haas, Larry Stallsworth, Scott Smith, Eric Beckstrom, S.E. Hinton, Coralie Hunter",11/19/1982,2/25/2016,103,Walt Disney Productions,Fresh,85,13,Upright,66,2693,4,11,2
m/the-cheetah-girls-2,The Cheetah Girls 2,"Members (Raven, Adrienne Bailon, Kiely Williams) of a teenage vocal group find adventure while participating in a music festival in Barcelona, Spain.",,G,"Comedy, Kids & Family, Television",Kenny Ortega,"Felicia D. Henderson, Alison Taylor, Bethesda Brown","Raven-Symoné, Adrienne Bailon, Sabrina Bryan, Kiely Williams, Lynn Whitfield, Belinda Peregrin, Lori Anne Alter, Abel Folk, Kim Manning (III), Golan Yosef, Peter V. Newey",,6/18/2016,96,Walt Disney Home Entertainment,Rotten,57,7,Upright,61,66166,3,4,3
m/the-great-mouse-detective,The Great Mouse Detective,Rodent supersleuth Basil and his bumbling partner must thwart evil Ratigan's plot to depose the Mouse Queen.,"The Great Mouse Detective may not rank with Disney's classics, but it's an amiable, entertaining picture with some stylishly dark visuals.",G,"Action & Adventure, Animation, Kids & Family","Burny Mattinson, Ron Clements, John Musker, Dave Michener","Bruce M. Morris, Melvin Shaw, Matthew O'Callaghan, Dave Michener, John Musker, Pete Young, Vance Gerry, Steve Hulett, Ron Clements, Burny Mattinson","Susan Pollatschek, Candy Candido, Diana Chesney, Eve Brenner, Alan Youg, Barrie Ingham, Susanne Pollatschek, Vincent Price, Alan Young, Val Battin, Val Bettin, Laurie Main, Melissa Manchester, Shani Wallis, Basil Rathbone, Ellen Fitzhugh, Walker Edmiston, Wayne Allwine, Tony Anselmo, Basil The Great Mouse Detective",7/2/1986,5/6/2016,80,Walt Disney Productions,Fresh,80,25,Upright,79,58800,6,20,5
m/the-three-musketeers2004,"Mickey, Donald, Goofy: The Three Musketeers","Mickey Mouse, Donald Duck and Goofy are lowly French peasants who dream of greatness as members of the musketeers. Though they are rejected by that elite unit, conniving Pete hires them to ""protect"" Princess Minnie Mouse, believing their incompetence will make it easier for him to usurp the throne. Naturally, Minnie is instantly smitten with Mickey. And though the trio is a bit overzealous at first, they work together to uncover and foil Pete's nefarious plot.",,G,"Action & Adventure, Animation, Comedy, Kids & Family",Donovan Cook,Evan Spiliotopoulos,"Wayne Allwine, Tony Anselmo, Russi Taylor, Bill Farmer, Jeff Bennett, Maurice LaMarche, Rob Paulsen, Shannon Gregory, Susan Boyd, Agostino Castagnola, Randy Crenshaw, Bobbi Page, Elin Carlson, Dwayne Condon, Michael Geiger, John West, Debbie Steele Hall, Susan Stevens Logan",8/3/2004,5/6/2016,68,Walt Disney Home Entertainment,Rotten,36,11,Spilled,49,6946,0,4,7
m/the_1000000_duck,"The $1,000,000 Duck","Albert Dooley (Dean Jones), a financially strapped scientist, and his wife, Katie (Sandy Duncan), think their money problems have been solved when the duck Albert has been experimenting on starts laying eggs with golden yolks. However, Albert's ambitions are sidetracked when his meddling neighbor Mr. Hooper (Joe Flynn) begins spying on his family and discovers the duck's amazing ability. After word spreads about the duck, Albert and his family soon find themselves pursued by greedy FBI agents.",,G,"Classics, Comedy, Kids & Family",Vincent McEveety,Roswell Rogers,"Dean Jones, Sandy Duncan, Joe Flynn, Tony Roberts, James Gregory, Lee H. Montgomery, Jack Kruschen, Virginia Vincent, Jack Bender, Billy Bowles, Sammy Jackson, Arthur Hunnicutt, Frank Wilcox, Bryan O'Byrne, Ted Jordan, Neil Russell, Peter Renaday, Frank Cady, George O'Hanlon, Jonathan C. Daly, Hal Smith, Edward Andrews, Stu Gilliam, Fran Ryan, Vaughan Taylor, Bernard Fox, Edwin Reimers, Hank Jones",,8/7/2015,92,Walt Disney Productions,Rotten,17,6,Spilled,40,2091,2,1,5
m/the_adventures_of_bullwhip_griffin,The Adventures of Bullwhip Griffin,"Determined to strike it rich, 14-year-old orphan Jack (Bryan Russell) hides on a ship traveling from Boston to San Francisco during the California Gold Rush. With Jack on the ship are his protective butler (Roddy McDowall), a thieving judge (Karl Malden) and a classical actor (Richard Haydn). When the judge steals a gold mine map from the actor, the others chase him across California in a series of wacky adventures involving clever disguises, outlandish fights and elaborate escapes.",,G,"Classics, Comedy, Kids & Family, Western","James Neilson, James Nielson",Lowell S. Hawley,"Roddy McDowall, Suzanne Pleshette, Karl Malden, Harry Guardino, Bryan Russell, Richard Haydn, Liam Redmond, Hermione Baddeley, Cecil Kellaway, Joby Baker, Mike Mazurki, Alan Carney, Parley Baer, Arthur Hunnicutt, Dub Taylor, Pedro Gonzalez Gonzalez, Gil Lamb, Burt Mustin, Richard Reeves, John Qualen",3/8/1967,7/1/2015,110,Walt Disney Productions,Rotten,50,8,Spilled,48,636,3,4,4
m/the_bfg_2016,The BFG,"Ten-year-old Sophie is in for the adventure of a lifetime when she meets the Big Friendly Giant (Mark Rylance). Naturally scared at first, the young girl soon realizes that the 24-foot behemoth is actually quite gentle and charming. As their friendship grows, Sophie's presence attracts the unwanted attention of Bloodbottler, Fleshlumpeater and other giants. After traveling to London, Sophie and the BFG must convince Queen Victoria to help them get rid of all the bad giants once and for all.","The BFG minimizes the darker elements of Roald Dahl's classic in favor of a resolutely good-natured, visually stunning, and largely successful family-friendly adventure.",PG,"Kids & Family, Science Fiction & Fantasy",Steven Spielberg,Melissa Mathison,"Ruby Barnhill, Mark Rylance, Rebecca Hall, Penelope Wilton, Jemaine Clement, Bill Hader, Olafur Darri Olafsson, Adam Godley, Rafe Spall, Michael D. Adamthwaite, Daniel Bacon, Jonathan Holmes, Chris Gibbs, Paul Moniz de Sa, Marilyn Norry, Callum Seagram Airlie, Haig Sutherland, Shauna Hansen, Denise Jones, Gabrielle Rose, Anthony Ingram, Chris Shields, Matt Frewer, Geoffrey Wade, John Emmet Tracy, William Samples, Andy Thompson, Paul Stuart Barnhill, Paul Barnhill, Lucia Ryan, Julia Elizabeth Torrance, Julia Torrance, Cal Davis, Kyle Maloney, Michael McLeod, David Orr, Zachary Read, David Glover, Joshua Callagan, Todd Biffard, David Jason, Amanda Root, Angela Thorne, Ballard Berkeley",7/1/2016,11/29/2016,115,Walt Disney Pictures,Certified-Fresh,74,297,Spilled,57,38004,56,221,77
m/the_fifth_estate,The Fifth Estate,"WikiLeaks founder Julian Assange (Benedict Cumberbatch) and a colleague, Daniel Domscheit-Berg (Daniel Brühl), join forces to become watchdogs over actions of the privileged and powerful. Despite scant resources, they are able to create a platform for whistle-blowers to leak covert data anonymously, thereby exposing government secrets and corporate crimes. However, a major battle erupts when Assange and Berg gain access to the biggest cache of confidential intelligence documents in U.S. history.","Heavy on detail and melodrama but missing the spark from its remarkable real-life inspiration, The Fifth Estate mostly serves as a middling showcase for Benedict Cumberbatch's remarkable talent.",R,"Documentary, Drama",Bill Condon,Josh Singer,"Benedict Cumberbatch, Carice van Houten, Daniel Brühl, Laura Linney, Anthony Mackie, David Thewlis, Peter Capaldi, Dan Stevens, Alicia Vikander, Stanley Tucci, Anatole Taubman, Alexander Beyer, Philip Bretherton, Jamie Blackley, Ludger Pistor, Michael Kranz, Christin Nichols, Christoph Franken, Ben Rook, Lucinda Raikes, Marleen Lohse, Silvie Rorer, Silvie Rohrer, Michael Culkin, Axel Milberg, Joseph Kintua Muriuki, Peter King Nzioki, Lukas Piloty, Thomas Ancora, Phil Haiser, Phil Kaiser, Moritz Bleibtreu, Jeany Spark, John Schwab, Lisa Kreuzer, Philipp Langenegger, Cornelia Ivancan, Martin Glade, Franziska Walser, Edgar Selge, Alexander Siddig, Michael Jibson, Lydia Leonard, William French, Darren Evans, Kyle Soller, Nigel Whitmey, Sonya Cassidy, Chris McKinney, John Moraitis, Christian Contreras, Camilla Rutherford, Milena Karas, Birger Frehse, Eben Young, Avye Leventis, Rachel Handshaw, Guy Paul, Simon Connolly, Amr El-Bayoumi, Amir Boutrous, Mimi Ferrer, Fares Ahmed Alahmadi, Wilfred Maina, Mounir Margoum, Gudmundur Thorvaldsson, Hera Hilmar, CinSyla Key, David Akinloye, Pascaline Crêvecoeur",10/18/2013,11/23/2015,128,Walt Disney Pictures,Rotten,36,179,Spilled,36,18759,52,64,116
m/the_finest_hours,The Finest Hours,"On Feb. 18, 1952, a massive storm splits the SS Pendleton in two, trapping more than 30 sailors inside the tanker's sinking stern. Engineer Ray Sybert bravely takes charge to organize a strategy for his fellow survivors. As word of the disaster reaches the Coast Guard in Chatham, Mass., Chief Warrant Officer Daniel Cluff orders a daring rescue mission. Despite the ferocious weather, coxswain Bernie Webber takes three men on a lifeboat to try and save the crew against seemingly impossible odds.","Old-fashioned to a fault, The Finest Hours will satisfy those seeking a traditional rescue drama - but may leave more adventurous viewers wanting more.",PG-13,"Action & Adventure, Drama, Mystery & Suspense",Craig Gillespie,"Eric Johnson, Paul Tamasy, Scott Silver","Chris Pine, Casey Affleck, Ben Foster, Eric Bana, Josh Stewart, Holliday Grainger, John Ortiz, Kyle Gallner, Graham McTavish, Rachel Brosnahan, John Magaro, Michael Raymond-James, Ben Koldyke, Abraham Benrubi, Keiynan Lonsdale, Beau Knapp, Kristen Annese, Larry Eudene, Matthew Maher, London Hall, Patrick Walsh, Alexander Cook, Kate Jurdi, Karl Carlo Green, Ernest Anemone, John Gigliotti, Michael Steven Swanson, Jesse Gabbard, Joseph Oliveira, Steve Rasetta, Justin Blanchard, Kate Crowley, Roberto Lopez, Robert Glenn, Angela Hope Smith, Jay Street, Harley Harrison, Stew Replogle, Danny Connelly (II), George J. Vezina, Michael Marchand, Gene Harrison, David Riccio Jr., David Riccio, Jr., Nicholas Varga, Lance Norris, Bobby Kenney, Polly Pillsbury, Michael Maggiani, Trevor Dylan, Rachel Ramey, Savannah Rae Allen, Carl M. Reppucci, John Vincent Mason, Joseph E.G. Barrett, Doug McHugh, Joseph Aubrey II, Joseph Aubrey II, Thomas Brogan, Savanna Young, Savanna Young-Norris",1/29/2016,5/26/2016,116,Walt Disney Pictures,Fresh,63,197,Upright,66,23088,38,125,72
m/the_good_dinosaur,The Good Dinosaur,"Luckily for young Arlo, his parents (Jeffrey Wright, Frances McDormand) and his two siblings, the mighty dinosaurs were not wiped out 65 million years ago. When a rainstorm washes poor Arlo (Raymond Ochoa) downriver, he ends up bruised, battered and miles away from home. Good fortune shines on the frightened dino when he meets Spot (Jack Bright), a Neanderthal boy who offers his help and friendship. Together, the unlikely duo embark on an epic adventure to reunite Arlo with his beloved family.","The Good Dinosaur delivers thrillingly beautiful animation in service of a worthy story that, even if it doesn't quite live up to the lofty standards set by Pixar, still adds up to charming, family-friendly entertainment.",PG,"Action & Adventure, Animation, Comedy, Kids & Family",Peter Sohn,Meg LeFauve,"Frances McDormand, A.J. Buckley, Anna Paquin, Sam Elliott, Alan Tudyk, Marcus Scribner, Jack Bright, Maleah Nipay Padilla, Ryan Teeple, Jack McGraw, Peter Sohn, Mandy Freund, Steven Clay Hunter, David Boat, Carrie Paff, Calum Mackenzie Grant, John Ratzenberger, Nicolas Dodd, Raymond Ochoa, Jeffrey Wright, Steve Zahn",11/25/2015,2/23/2016,92,Disney/Pixar,Certified-Fresh,76,215,Upright,65,58994,40,163,52
m/the_hand_that_rocks_the_cradle,The Hand that Rocks the Cradle,"When she was assaulted by her doctor, Claire Bartel (Annabella Sciorra) reported him to the police, and rather than go to prison for his crime, he killed himself. The shock of the accusations and suicide caused the doctor's pregnant wife, Peyton (Rebecca De Mornay), to have a miscarriage. Driven mad with rage, Peyton poses as a nanny for the Bartel family. Her plan: to tear Claire's life apart, seduce her husband (Matt McCoy) and eventually murder the woman she blames for ruining her life.",,R,"Drama, Mystery & Suspense",Curtis Hanson,Amanda Silver,"Annabella Sciorra, Rebecca De Mornay, Matt McCoy, Ernie Hudson, Julianne Moore, Madeline Zima, John De Lancie, Kevin Skousen, Mitchell Laurance, Mitchell Laurence, Justin Zaremby, Junie Lowry-Johnson, Eric Melander, Jennifer Melander, Ashley Melander, Cliff Lenz, Penny LeGate, Mary Anne Owen, Therese Xavier Tinling, Todd Jamieson, Laura Ferri, Dee Dee Van Zyl, Cristine McMurdo-Wallis, Sara Jennifer Sharp, Susan Chin, Kimberly Hill, Jane Jones, Ericka Matson, Robert James, Aimee Kanemori, Elaine Micklesen, Brian T. Finney, Stephen West, David Scully, Julie Clemmons, Joseph Franklin, Tom Francis, Jeff Conkel, Patrick Ryals, Charles Lucia",1/10/1992,8/10/2016,110,Disney,Fresh,63,48,Upright,61,47206,14,30,18
m/the_hunchback_of_notre_dame_ii,The Hunchback of Notre Dame II,Quasimodo (Tom Hulce) falls in love while trying to stop an evil magician from stealing a famous bell from the cathedral's belfry.,,G,"Animation, Kids & Family",Bradley Raymond,"Jule Selbo, Flip Kobler, Cindy Marcus","Jason Alexander, Charles Kimbrough, Tom Hulce, Paul Kandel, Kevin Kline, Jennifer Love Hewitt, Michael McKean, Demi Moore, Haley Joel Osment, Jane Withers, Carl Johnson",12/31/2001,8/7/2015,68,Walt Disney Television Animation,Rotten,30,10,Spilled,26,14626,0,3,7
m/the_hundred_foot_journey,The Hundred-Foot Journey,"Hassan Kadam (Manish Dayal) is an extraordinarily talented and largely self-taught culinary novice. When he and his family are displaced from their native India and settle in a quaint French village, they decide to open an Indian eatery. However, Madame Mallory (Helen Mirren), the proprietress of an acclaimed restaurant just 100 feet away, strongly objects. War erupts between the two establishments, until Mallory recognizes Kadam's impressive epicurean gifts and takes him under her wing.","Director Lasse Hallström does lovely work and Helen Mirren is always worth watching, but The Hundred-Foot Journey travels predictable ground already covered by countless feel-good dramedies.",PG,Drama,Lasse Hallstrom,Steve Knight,"Helen Mirren, Manish Dayal, Om Puri, Charlotte Le Bon, Amit Shah, Farzana Dua Elahe, Dillon Mitra, Aria Pandya, Michel Blanc, Clement Sibony, Vincent Elbaz, Juhi Chawla, Alban Aumard, Shuna Lemoine, Antoine Blanquefort, Malcolm Granath, Abhijit Buddhisagar, Rohan Chand, Masood Akhtar, Arthur Mazet, Laetitia DeFombelle, Cedric Weber, Piero Filippi, Robert Gailhard, Matyelock Gibbs, Paul Daubeze, Joly Didier, Max Rangotte, Saachi Tiwari, Shaunak Parekh, Stephanie Renouvin, Audrey Meschi, Christian Allieres, Patrick Blatger, Frederic Violante, Chantal Filippi, Sanjay Sharma, Morgan Perez",8/8/2014,11/22/2015,122,Walt Disney Pictures,Fresh,67,147,Upright,81,32459,43,99,48
m/the_island_at_the_top_of_the_world,The Island at the Top of the World,"An American archaeologist, lecturing in Norway at the beginning of the 20th century, embarks on a strange mission to find the young son of a wealthy Englishman who has mysteriously disappeared in the Arctic Circle. With the help of a French aeronaut and an Eskimo guide, he discovers a verdant valley, populated for over 1,000 years by time-forgotten Vikings.",,G,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",Robert Stevenson,John Whedon,"David Hartman, Donald Sinden, Jacques Marin, David Gwillim, Mako, Agneta Eckemyr, Gunnar Ohlund, Lasse Kolstad, Erik Silju, Rolf Søder, Torsten Wahlund, Sverre Anker Ousdal, Niels Hinrichsen, Denny Miller, Brendan Dillon, James Almanzar, Ivor Barry, Lee Paul, Darrell Sandeen",1/1/1974,8/10/2016,95,Walt Disney Productions,Rotten,43,7,Spilled,47,1389,3,3,4
m/the_jungle_book_2016,The Jungle Book,"Raised by a family of wolves since birth, Mowgli (Neel Sethi) must leave the only home he's ever known when the fearsome tiger Shere Khan (Idris Elba) unleashes his mighty roar. Guided by a no-nonsense panther (Ben Kingsley) and a free-spirited bear (Bill Murray), the young boy meets an array of jungle animals, including a slithery python and a smooth-talking ape. Along the way, Mowgli learns valuable life lessons as his epic journey of self-discovery leads to fun and adventure.","As lovely to behold as it is engrossing to watch, The Jungle Book is the rare remake that actually improves upon its predecessors -- all while setting a new standard for CGI.",PG,"Action & Adventure, Kids & Family",Jon Favreau,"Jon Favreau, Justin Marks, Rudyard Kipling","Neel Sethi, Neel Sethi, Max Favreau, Chloe Hechter, Asher Blinkoff, Knox Gagnon, Sasha Schreiber, Kai Schreiber, Jon Favreau, Sam Raimi, Russell Peters, Madeleine Favreau, Ritesh Rajan, Kendrick Reyes, Kendrick Reyes, Sara Arrington, Sean W. Johnson, Sean Johnson, Artie Esposito, Allan Trautman, Bill Murray, Ben Kingsley, Idris Elba, Lupita Nyong'o, Scarlett Johansson, Giancarlo Esposito, Christopher Walken, Garry Shandling, Brighton Rose, Emjay Anthony",4/15/2016,8/23/2016,105,Walt Disney Pictures,Certified-Fresh,94,323,Upright,86,94647,53,305,19
m/the_kid,The Kid,,Critics find The Kid to be too sweet and the movie's message to be annoyingly simplistic.,PG,"Comedy, Kids & Family, Science Fiction & Fantasy",Jon Turteltaub,Audrey Wells,"Bruce Willis, Spencer Breslin, Emily Mortimer, Lily Tomlin, Jean Smart, Dana Ivey, Chi McBride, Juanita Moore, Esther Scott, Deborah May, Vernee Watson-Johnson, Jan Hoag, Melissa McCarthy, Elizabeth Arlen, Alexandra Barreto, John Apicella, Brian McGregor, Reiley McClendon, Daniel von Bargen, Susan Dalian, Stanley Anderson, Steve Tom, Marc Copage, Rod McLachlan, Scott Mosenson, Brian Fenwick, Dusan Fager, Toshiya Agata, Joshua Finkel, Lou Beatty Jr., E.J. Callahan, Daryl Anderson, Darrell Foster, Michael Wajacs, John Travis, Larry King, Jeri Ryan, Nick Chinlund, Stuart Scott, Rich Eisen, Harold Greene, Kevon Edmonds, Julia Waters, Maxine Waters, Stephanie Spruill",7/7/2000,,,Disney,Rotten,49,99,Spilled,49,60628,26,49,50
m/the_lion_king_2019,The Lion King,"Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny on the plains of Africa. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother -- and former heir to the throne -- has plans of his own. The battle for Pride Rock is soon ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. Now, with help from a curious pair of newfound friends, Simba must figure out how to grow up and take back what is rightfully his.","While it can take pride in its visual achievements,The Lion King is a by-the-numbers retelling that lacks the energy and heart that made the original so beloved--though for some fans that may just be enough.",PG,"Action & Adventure, Animation, Drama",,Jeff Nathanson,"Donald Glover, James Earl Jones, Billy Eichner, Seth Rogen, Chiwetel Ejiofor, Beyoncé Knowles, John Kani, John Oliver, JD McCrary, Shahadi Wright-Joseph, Keegan-Michael Key, Alfre Woodard, Eric André, Florence Kasumba, Amy Sedaris",7/19/2019,8/27/2019,118,Walt Disney Pictures,Rotten,52,424,,88,76340,52,219,205
m/the_lion_king_ii_simbas_pride,The Lion King II: Simba's Pride,"Kiara, the daughter of Simba and Nala, loves the son of exiled lioness Zira, who is out for revenge.",,G,"Action & Adventure, Animation, Comedy, Drama, Kids & Family, Musical & Performing Arts","Rob LaDuca, Darrell Rooney","Flip Kobler, Cindy Marcus","Andy Dick, Matthew Broderick, James Earl Jones, Moira Kelly, Robert Guillaume, Nathan Lane, Jason Marsden, Neve Campbell, Suzanne Pleshette, Ernie Sabella, Edward Hibbert, Michelle Horn",10/27/1998,8/15/2017,75,Walt Disney Television Animation,Fresh,62,13,Upright,60,438644,4,8,5
m/the_little_mermaid_1989,The Little Mermaid,"In Disney's beguiling animated romp, rebellious 16-year-old mermaid Ariel (Jodi Benson) is fascinated with life on land. On one of her visits to the surface, which are forbidden by her controlling father, King Triton, she falls for a human prince. Determined to be with her new love, Ariel makes a dangerous deal with the sea witch Ursula (Pat Carroll) to become human for three days. But when plans go awry for the star-crossed lovers, the king must make the ultimate sacrifice for his daughter.",The Little Mermaid ushered in a new golden era for Disney animation with warm and charming hand-drawn characters and catchy musical sequences.,G,"Animation, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance","John Musker, Ron Clements","John Musker, Ron Clements","Jodi Benson, Samuel E. Wright, Pat Carroll, Buddy Hackett, Rene Auberjonois, Christopher Daniel Barnes, Paddi Edwards, Jason Marin, Kenneth Mars, Edie McClurg, Will Ryan, Ben Wright, Hamilton Camp, Debbie Shapiro, Robert Weil, Ed Gilbert, Charlie Adler, Jack Angel, Susan Boyd, Steve Bulen, Nancy Cartwright, Philip Clarke, Jennifer Darling, Allan Davies, Gail Farrell, Donny Gerrard, Mitch Gordon, Willie Greene Jr., Linda Harmon, Walter S. Harrah, Phillip Ingram, Luana Jackman, William Kanady, Edie Lehmann, Anne Lockhart, Sherry Lynn, Melissa MacKay, Guy Maeda, Lynn Dolin Mann, Arne B. Markussen, Mickie T. McGowan, Gene J. Merlino, Lewis Morford, Kathleen O'Connor, Patrick Pinney, Marilyn Powell, Gloria G. Prosper, Michael Redman Jr., Sally Stevens, Robert Tebow, Rob Trow, Joe Turano, Jackie Ward, Bobbi White, Robert S. Zwirn",1/1/1989,5/21/2017,82,Walt Disney Pictures,Certified-Fresh,93,71,Upright,88,900315,14,66,5
m/the_little_mermaid_2_return_to_the_sea,The Little Mermaid 2: Return to the Sea,"Ariel and Eric's daughter, Melody, becomes an unwitting pawn in a scheme of revenge, concocted by Morgana, sister of sea-witch Ursula.",,G,"Animation, Kids & Family","Brian J. Smith, Jim Kammerud, Brian Smith","Elizabeth Anderson, Temple Mathews","Jodi Benson, Sam E. Wright, Samuel E. Wright, Tara Strong, Pat Carroll, Buddy Hackett, Rob Paulsen, Kenneth Mars, Max Casella, Stephen Furst, Clancy Brown, Cam Clarke, Rene Auberjonois, Kay E. Kuter, Frank Welker, Justin Schulte, Blake Ewing, Emily Hart, Marcus Toji",9/19/2000,5/21/2017,75,DisneyToon Studios,Rotten,17,6,Spilled,45,83856,0,1,5
m/the_lone_ranger,The Lone Ranger,"In 1933 a boy discovers an ancient Native American in a sideshow carnival tent. The Indian is Tonto (Johnny Depp), the old companion of John Reid (Armie Hammer), a lawman more famously known as the Lone Ranger. With this opportunity to set the record straight about his and Reid's adventures, Tonto recalls the day in 1869 when he first encountered the man who would be his trusted friend and tells of their teamwork bringing down Butch Cavendish (William Fichtner) and other Old West outlaws.","Armie Hammer and Johnny Depp make for an appealing pair of leads, but they're not enough to make up for The Lone Ranger's bland script, bloated length, and blaring action overkill.",PG-13,"Action & Adventure, Kids & Family, Western",Gore Verbinski,"Justin Haythe, Ted Elliott, Terry Rossio","Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson, Ruth Wilson, Helena Bonham Carter, James Badge Dale, Bryant Prince, Barry Pepper, Mason Cook, JD Cullum, Saginaw Grant, Harry Treadaway, James Frain, Joaquín Cosio, Damon Herriman, Matt O'Leary, W. Earl Brown, Timothy V. Murphy, Gil Birmingham, Damon Carney, Kevin Wiggins, Chad Brummett, Robert Baker, Lew Temple, Joseph E. Foy, Leon Rippy, Stephen Root, Randy Oglesby, Brad Greenquist, Rance Howard, Leonard Earl Howze, Travis Hammer, Steve Corona, Matthew Page, Jack Axelrod, Christopher Hagen, Freda Foh Shen, Margaret Bowman, Luz P. Mendez, Laina Loucks, Devon J. Adams, Desirae Anslover, Charlotte Cormier, Megan Pribyl, Briana VanSchuyver, Julie Stracener, Chad Randall, Jason R. Lone Hill, Jason E. Hill, Todd Anderson, Beth Bailey, Joanne Camp, John Keating, Stephen Brodie, Will Koberg, Jack Chang, Tad Jones, Robin McGee, Bob Rumnock, Grover Coulson, Tait Fletcher, Alex Knight, Argos Maccallum, David Midthunder, Allison Volk, Pokey Lafarge, Joseph Glynn, Adam Hoskins, Ryan Koenig, Tom E. Rostkowski, Malachi Tsoodle-Nelson, Sean Durham, Anthony R. Burt, R.J. Kirkhope, Will Kirkhope, Kenneth Love",7/3/2013,11/22/2015,149,Walt Disney Pictures,Rotten,30,246,Spilled,51,41484,50,75,171
m/the_muppets,The Muppets,"Walter, the world's biggest Muppet fan, is on vacation in Los Angeles with his brother Gary (Jason Segel) and Gary's girlfriend, Mary (Amy Adams). They discover that greedy Tex Richman (Chris Cooper) plans to raze Muppet Studios and drill for oil on the spot. Desperate to save the Muppets' former stomping grounds, the three friends join forces with Kermit to reunite Miss Piggy, Fozzie and the rest of the gang to hold a telethon to raise the $10 million they need to save the studio .","Clever, charming, and heartfelt, The Muppets is a welcome big screen return for Jim Henson's lovable creations that will both win new fans and delight longtime devotees.",PG,"Comedy, Kids & Family",James Bobin,"Jason Segel, Nicholas Stoller","Jason Segel, Amy Adams, Chris Cooper, Steve Whitmire, Eric Jacobson, Dave Goelz, Rashida Jones, Bill Barretta, David Rudman, Matt Vogel, Peter Linz, Alan Arkin, Bill Cobbs, Zach Galifianakis, Ken Jeong, Jim Parsons, Eddie Pepitone, Kristen Schaal, Sarah Silverman, Eddie 'Piolín' Sotelo, Eddie ""Piolin"" Sotelo, Raymond Ma, Tuan Shu Lan, Donald Glover, Dahlia Waingort, Jonathan Palmer, Don Yanan, Michael Albala, Julia Marie Franzese, Gunnar Smith, Connor Gallagher, Justin Marco, Cameron Kasal, Justin Tinucci, Alex Jackson Long, Aria Noelle Curzon, Emily Blunt, James Carville, Feist, Whoopi Goldberg, Selena Gomez, Dave Grohl, Neil Patrick Harris, Judd Hirsch, John Krasinski, Rico Rodriguez, Mickey Rooney",11/23/2011,11/23/2015,98,Walt Disney Pictures,Certified-Fresh,95,228,Upright,80,89767,51,216,12
